### Number density nb [fm-3] 	 Chemical potential mu [MeV] 	 Pressure p [MeV/fm3] 	 Energy density e [MeV]
n	mu	p	e
0.52480746	1389.8025570805153	157.1934950081837	572.1852548747465
0.57543994	1470.4845557808826	201.58779753443352	644.5877470150442
0.63095734	1561.034630834883	256.2157305288438	728.730527790616
0.69183097	1661.9798126342926	322.98727960070016	826.8218262945006
0.75857758	1773.9049148399115	404.16133512407197	941.4831623252941
0.83176377	1897.4782502851951	502.427071621254	1075.8265913289633
0.91201084	2033.473757740245	621.002043520768	1233.5480663938695
1.0	2182.7889194230347	763.74857	1419.0403494230347
1.0964782	2346.456317653215	935.309873732268	1637.5283258267573
1.2022644	2525.65181846631	1141.268934337992	1895.232333799315
1.3182567	2721.69889361433	1388.33456704365	2199.563234846027
1.4454398	2936.0734123490547	1684.5610742737	2559.3562916574347
1.5848932	3170.40937277067	2039.6103118217197	2985.1499442987806
1.7378008	3426.508297481265	2465.06834943904	3489.52051113054
1.9054607	3706.35210563013	2974.8267765459095	4087.481501094552
2.0892961	4012.119273437774	3585.54299485968	4796.962155868696
2.2908677	4346.204095285604	4317.19653599542	5639.3820435020925
2.5118864	4711.23735415362	5193.755418140319	6640.337618930142
2.7542287	5110.109247014954	6243.980784483881	7830.428763780095
3.0199517	5545.99400144805	7502.387187570631	9246.246825292208
3.3113112	6022.3762774229845	9010.400959173121	10931.561058871916
3.6307805	6543.080575696935	10817.7463884714	12938.742975697809
3.9810717	7112.302901166465	12984.116059361251	15330.471742300462
4.3651583	7734.646372394294	15581.170642351999	18181.78516766984
4.7863009	8415.15936796251	18694.95005214583	21582.53480437656
5.2480746	9159.377900869844	22428.76149414504	25640.337019211303
5.7543994	9973.37287866879	26906.657220335335	30484.113688652615
6.3095734	10863.80046416835	32277.608914022418	36268.337517601845
6.9183097	11837.957791659299	38720.52510135139	43178.13311687573
7.5857758	12903.8477029668	46450.2805942841	51435.41503776704
8.3176377	14070.241040633098	55724.96115008403	61306.20617757306
9.1201084	15346.756135146148	66854.57340566888	73109.50613522904
10.0	16743.93490973295	80211.506	87227.84309732952
