### name of eos: 1D/NS/RMF/FSU2R 
### link: https://compose.obspm.fr/eos/214 
### Number density nb [fm-3] 	 Chemical potential mu [MeV] 	 Pressure p [MeV/fm3] 	 Energy density e [MeV] 
n	mu	p	e
0.057	0.9514580867219999	0.0001969899936	0.054036120949554005
0.057999998	0.951507002988	0.0001997399929124138	0.05498766427737758
0.059	0.95155401684	0.000202450004	0.05593923698955999
0.059999999	0.95159935176	0.0002051199925813334	0.056890840161419313
0.064000003	0.951628679547	0.00020673999689093688	0.06069749834900311
0.065000013	0.951672559017	0.0002094700038939924	0.061649258703954275
0.066	0.9517148712960001	0.00021217000860000002	0.062601011496936
0.067000002	0.9517571835750002	0.00021480999951223862	0.06355292320352714
0.068000004	0.951796697634	0.0002174199895894104	0.06450475925670937
0.069000013	0.951836099952	0.00021996999904361523	0.06545673327151369
0.07	0.951872814852	0.00022247999200000003	0.06640861704764
0.071000002	0.95190941895	0.000224940005336338	0.06736063064393251
0.071999997	0.951944566659	0.00022733999052750001	0.0683126659530868
0.073000006	0.951978372537	0.00022967999187780598	0.06926474691519344
0.074000001	0.9520106102850001	0.0002319500061344595	0.07021683610696615
0.075000003	0.9520413925829999	0.00023415000936599997	0.07116895729048317
0.076000012	0.952070385147	0.00023626999250578242	0.07212109070351085
0.077000007	0.95209769784	0.0002382799943618157	0.07307324940400207
0.078000002	0.9521232189209999	0.0002401899925587176	0.07402542298752574
0.079000004	0.9521466141059999	0.0002419700049516452	0.07497761631800881
0.080000013	0.9521688900029999	0.00024359999158499217	0.07592992358685056
0.081	0.952187918838	0.0002450699874	0.076882151438478
0.082000002	0.9522042621329999	0.0002463600024087804	0.07783439139690575
0.082999997	0.9522180306900001	0.00024742998795674714	0.07878666370265917
0.1023293	0.9534509010690001	0.00034710629649067	0.09721885699426935
0.10471285	0.9538279856280001	0.00038872274863576003	0.09948932403623116
0.10715193	0.954242250831	0.000435501682302726	0.10181339718178303
0.10964782	0.9546958394759999	0.000487897744591946	0.10419241981702139
