R_km,M_solar
10.376938240410485,1.3380298397250194
10.433859644974117,1.337831850904993
10.49078104953775,1.337732013586546
10.547702454101382,1.337741450620424
10.604623858665015,1.3379136545056296
10.661545263228646,1.3381940236535668
10.718466667792278,1.3383952990293777
10.775388072355911,1.3383681269817327
10.832309476919542,1.3382222537956043
10.889230881483176,1.3382295292356732
10.924214517341122,1.33839909125178
10.946152286046807,1.3384887882806387
11.003073690610439,1.3388218302112465
11.059995095174072,1.339133299476382
11.116916499737703,1.33943796185419
11.173837904301337,1.3398380365188816
11.230759308864968,1.3403486091050236
11.280880931051456,1.3408196286449559
11.2876807134286,1.3408764542765352
11.344602117992231,1.3413094645612071
11.401523522555866,1.341765419063687
11.458444927119498,1.3423178795233417
11.51536633168313,1.3429843674747062
11.53564711041384,1.343240166038132
11.572287736246762,1.34365327616162
11.629209140810394,1.3442830947295248
11.686130545374027,1.344934241406771
11.743051949937659,1.3456033651542183
11.749784646033826,1.3456607034313077
11.79997335450129,1.3460895977436038
11.856894759064922,1.3463122045594171
11.913816163628555,1.3462763967703066
11.970737568192188,1.3461706382425715
12.02765897275582,1.3462864942448838
12.084580377319451,1.3468753762822967
12.141501781883084,1.3480333727296105
12.143309376059817,1.3480812408244836
12.198423186446718,1.349606316405225
12.230902032818696,1.3505017782176594
12.25534459101035,1.3511371201920719
12.31226599557398,1.352310848642412
12.353713385979383,1.3529223156108354
12.369187400137614,1.353140574184355
12.426108804701245,1.3538739501859531
12.483030209264879,1.3548548198007158
12.502707238210979,1.3553428530040112
12.53995161382851,1.3563336082482298
12.581561227155458,1.357763390397187
12.596873018392142,1.358386596621484
12.635536024433295,1.360183927790363
12.653794422955775,1.36122360325969
12.679275038849283,1.362604465183539
12.710715827519408,1.3642382891535239
12.73027449195044,1.3650250025767146
12.76763723208304,1.366281765966474
12.81171434894408,1.3674455399698906
12.824558636646671,1.36777029985688
12.881480041210303,1.3691598640817884
12.904242249391064,1.3698660773630664
12.938401445773936,1.371005206461521
12.967389715694175,1.3722866147562423
12.995322850337569,1.373472298654144
13.020522377215109,1.3747071521494183
13.0522442549012,1.3761924368851406
13.071018548699218,1.3771276895425941
13.109165659464832,1.3791584634783347
13.116133327333776,1.37954822693577
13.154966926897487,1.3819687643289458
13.166087064028464,1.3827027451156413
13.190236347237029,1.384389301722122
13.223008468592095,1.3867817601160581
13.223419871911346,1.3868098391152976
13.260595218394586,1.3892303765084735
13.27992987315573,1.3905081237031776
13.299638683654603,1.3916509139016493
13.333292761915313,1.3940714512948253
13.336851277719362,1.3944187423575318
13.361352943938517,1.3964919886880014
13.385627208947833,1.398912526081177
13.393772682282993,1.3996101397537979
13.417244607223378,1.4013330634743528
13.450694086846626,1.4036406902525806
13.452346112433833,1.4037536008675287
13.480721544153528,1.4061741382607047
13.49248553920274,1.4085946756538807
13.49127990023979,1.4110152130470563
13.486923753261012,1.4134357504402322
13.487583145477657,1.4158562878334082
13.496268460965542,1.418276825226584
13.507615491410256,1.4200814859221098
13.511289319097072,1.4206973626197599
13.528866070687368,1.4231179000129357
13.545414272945061,1.4255384374061117
13.55828812416463,1.4279589747992876
13.564536895973891,1.429138275357377
13.572410763052956,1.4303795121924634
13.595257503000528,1.4328000495856392
13.61786677598981,1.435220586978815
13.621458300537522,1.4361084810860878
13.629350560618743,1.437641124371991
13.621458300537522,1.440061661765167
13.610124262605567,1.4424821991583427
13.600727787758089,1.4449027365515186
13.591177698736022,1.4473232739446946
13.573936419446047,1.4497438113378704
13.564536895973891,1.4506277949847424
13.54623326459909,1.4521643487310463
13.518261612682593,1.454584886124222
13.507615491410258,1.455880814383021
13.499697565529384,1.4570054235173981
13.487605600991195,1.459425960910574
13.471594930716154,1.4618464983037498
13.450694086846628,1.4637761480737057
13.445272039840663,1.4642670356969256
13.414851294007741,1.4666875730901014
13.393772682282993,1.4687049069224984
13.388924125885763,1.4691081104832775
13.360353663744224,1.4715286478764533
13.336851277719362,1.4732236977134365
13.326055316183352,1.4739491852696291
13.280416120091475,1.476369722662805
13.27992987315573,1.4763871037789102
13.223008468592097,1.477691246960973
13.166087064028464,1.4784890416250742
13.150278733331586,1.4787902600559808
13.109165659464832,1.4796713667195966
13.063708525864168,1.4812107974491568
13.0522442549012,1.4815831198173117
12.995322850337569,1.4831700970223103
12.970936970760217,1.4836313348423327
12.938401445773936,1.4842116261961724
12.881480041210303,1.4850237668482231
12.824558636646671,1.4857645877289414
12.803759421293847,1.4860518722355085
12.76763723208304,1.4865846312551636
12.710715827519406,1.487444209467891
12.653794422955775,1.488321454495809
12.645082397222087,1.4884724096286845
12.596873018392143,1.4893068352219134
12.53995161382851,1.4904628605677788
12.52052783078251,1.4908929470218604
12.483030209264879,1.4917523920933182
12.426108804701247,1.4928760211989909
12.401007310236146,1.4933134844150362
12.369187400137612,1.4938652064908895
12.31226599557398,1.4948183891048974
12.256305275744708,1.495734021808212
12.255344591010347,1.4957517874714525
12.198423186446718,1.4967184969755274
12.141501781883084,1.4974314311481944
12.084580377319451,1.4979043895513102
12.046727675926704,1.4981545592013878
12.027658972755818,1.4982781346824325
11.970737568192188,1.4986689321071711
11.913816163628555,1.499025806214446
11.856894759064923,1.499258302231108
11.79997335450129,1.49940350971133
11.743051949937659,1.4996385501012701
11.686130545374027,1.5000593756491087
11.629209140810394,1.5004945707193056
11.5956950607495,1.500575096594564
11.572287736246762,1.5006423321508018
11.56138569090404,1.500575096594564
11.51536633168313,1.5003369380158516
11.458444927119498,1.4997697191075339
11.401523522555866,1.4991876717621886
11.344602117992233,1.4986822968707025
11.289892980495905,1.4981545592013878
11.2876807134286,1.4981345782604643
11.230759308864968,1.4974365898764441
11.173837904301337,1.4964049401777204
11.146333204770581,1.495734021808212
11.116916499737703,1.4950175288979297
11.064332688884857,1.4933134844150362
11.059995095174072,1.4931663553892456
11.005166061235471,1.4908929470218604
11.003073690610439,1.490802547645627
10.95242010577687,1.4884724096286845
10.946152286046807,1.4881979358499677
10.895133512278772,1.4860518722355085
10.889230881483176,1.485821475071381
10.83230947691954,1.4836564789375988
10.831626137285557,1.4836313348423324
10.775388072355911,1.4814751463318914
10.768870830165268,1.4812107974491568
10.718466667792278,1.4789863499161804
10.714284708283165,1.478790260055981
10.667365407173547,1.476369722662805
10.661545263228646,1.4760271829916043
10.624496932192137,1.4739491852696291
10.604623858665015,1.4727536982213203
10.581896628243868,1.4715286478764535
10.54770245410138,1.4696389055851626
10.537496175002772,1.4691081104832775
10.495473070971194,1.4666875730901014
10.49078104953775,1.4663716642268225
10.457379563657412,1.4642670356969256
10.433859644974117,1.4624538033134744
10.424503375130135,1.4618464983037498
10.389199995464317,1.459425960910574
10.376938240410485,1.458562880264473
10.352219835925323,1.4570054235173981
10.320016835846852,1.4548318714970763
10.316393221206852,1.454584886124222
10.280583628581795,1.4521643487310463
10.26309543128322,1.4509009742102972
10.24700616382138,1.4497438113378704
10.216078798054047,1.4473232739446946
10.206174026719587,1.446403153931012
10.189224427014883,1.4449027365515188
10.167882812658007,1.4424821991583427
10.150987811420661,1.440061661765167
10.149252622155956,1.4397995271547086
10.132665505726294,1.437641124371991
10.114277645011938,1.435220586978815
10.096166920426446,1.4328000495856392
10.092331217592324,1.4322668807216132
10.077161073488952,1.4303795121924634
10.058870986957707,1.4279589747992876
10.040443366117458,1.4255384374061117
10.035409813028691,1.4249072909613125
10.020877125113342,1.4231179000129357
10.00160466585021,1.4206973626197599
9.98438592353052,1.418276825226584
9.97848840846506,1.4172824091183582
9.969851712296935,1.4158562878334084
9.958566565108985,1.4134357504402322
9.950665344041388,1.4110152130470563
9.944938714793663,1.4085946756538805
9.93931205484001,1.4061741382607047
9.932711219290034,1.4037536008675287
9.925602729691912,1.4013330634743528
9.921567003901426,1.3999138381003915
9.918030074015636,1.398912526081177
9.909425255488683,1.396491988688001
9.901168110720544,1.3940714512948253
9.895563112247551,1.3916509139016493
9.8931392102665,1.3892303765084735
9.891165024198262,1.3868098391152976
9.887687844860675,1.3843893017221218
9.884641551314747,1.3819687643289458
9.885168874972088,1.37954822693577
9.889637181762648,1.3771276895425941
9.895176752469549,1.3747071521494183
9.899569442856368,1.3722866147562423
9.903598135384533,1.3698660773630662
9.908742501420829,1.3674455399698906
9.916520137989464,1.3650250025767148
9.921567003901426,1.364020435251288
9.927549545128226,1.362604465183539
9.94133101172553,1.360183927790363
9.956388938961435,1.3577633903971873
9.970364473744432,1.3553428530040112
9.97848840846506,1.3538537525519316
9.982522073697323,1.3529223156108354
9.995712631591925,1.3505017782176594
10.016213432688229,1.3480812408244836
10.035409813028691,1.3464778804923863
10.046419189153879,1.3456607034313077
10.08789828840058,1.343240166038132
10.092331217592324,1.3430151529217078
10.149252622155956,1.340978170076678
10.15571770674702,1.3408196286449559
10.206174026719587,1.3397656632312627
10.26309543128322,1.3389574790397567
10.320016835846852,1.3384056506203337
10.321070844833473,1.33839909125178
10.376938240410485,1.3380298397250194
