R_km,M_solar
11.297833410404495,1.9171246527609453
11.463496563176967,1.9164971069825567
11.629159715949443,1.9171471874226924
11.794822868721917,1.9188931971176988
11.827809851176685,1.9194479904701962
11.960486021494392,1.9212906405421974
12.126149174266864,1.9246517260800617
12.227889735897085,1.9275857642064462
12.29181232703934,1.929365110419513
12.457475479811814,1.9346785572951621
12.489285656052575,1.9357235379426965
12.623138632584288,1.9406673745416465
12.689900641258557,1.9438613116789467
12.788801785356762,1.9487369998802986
12.846441395276095,1.951999085415197
12.954464938129236,1.9571998394851602
13.026142494897027,1.9601368591514474
13.12012809090171,1.9638796035520771
13.228849993648591,1.9682746328876974
13.285791243674185,1.971391942569952
13.366966394602677,1.9764124066239477
13.451454396446659,1.9826510673520121
13.486256255753739,1.9845501803601984
13.617117549219133,1.990542310457056
13.6869270486708,1.9926879540964486
13.782780701991607,1.9964940881516848
13.849960392352216,2.000825727832699
13.936676026983381,2.008963501568949
13.948443854764083,2.0101945507306964
14.020109172836325,2.0171012753051993
14.079903714243484,2.0252390490414496
14.114107007536555,2.0332514137219646
14.11474147928478,2.0333768227777003
14.151516644977733,2.04151459651395
14.213631637914316,2.0496523702502003
14.279770160309031,2.0561181369520405
14.298376319205856,2.0577901439864505
14.359396902706312,2.065927917722701
14.386623920076271,2.0740656914589515
14.406664786429054,2.0822034651952017
14.445433313081503,2.090341238931452
14.504328864336014,2.0984790126677018
14.55164255788619,2.1066167864039524
14.53201506546895,2.1147545601402027
14.47880021168789,2.122892333876453
14.445433313081502,2.1269010784676636
14.404542831710126,2.131030107612703
14.303096700772976,2.1391678813489534
14.27977016030903,2.141143108921651
14.227902445051974,2.1473056550852037
14.157227919130484,2.155443428821454
14.114107007536555,2.159138291883977
14.072107972255901,2.1635812025577046
14.017883311188552,2.1717189762939544
13.951993055373059,2.179856750030205
13.948443854764081,2.1801229234616324
13.790920424512114,2.1879945237664553
13.782780701991607,2.1883609294391384
13.631925246331503,2.1961322975027056
13.617117549219133,2.1968557996289397
13.468769734015574,2.204270071238956
13.451454396446659,2.2050900174477746
13.285993227479686,2.2124078449752065
13.285791243674185,2.212414800662549
13.12012809090171,2.2156539267248565
12.954464938129236,2.216424854164621
12.788801785356764,2.2161587667774856
12.62313863258429,2.2133703464399073
12.593651450920518,2.212407844975206
12.457475479811814,2.2086170006100563
12.365363712380148,2.204270071238956
12.29181232703934,2.2011643379992467
12.215317133491673,2.1961322975027056
12.126149174266864,2.190846959073633
12.082835901683293,2.1879945237664553
11.963710001144438,2.179856750030205
11.960486021494392,2.179637766712387
11.866649718585577,2.1717189762939544
11.794822868721917,2.1641302523044073
11.78999027720389,2.1635812025577046
11.721267525194989,2.155443428821454
11.658594116868489,2.1473056550852037
11.629159715949443,2.143598921237998
11.591299463584868,2.1391678813489534
11.530512990477845,2.131030107612703
11.477017536500469,2.122892333876453
11.46349656317697,2.1209287097198803
11.414872417706004,2.1147545601402027
11.355728539612404,2.1066167864039524
11.310363779524652,2.098479012667702
11.297833410404495,2.0955207974208676
11.271402950541843,2.090341238931452
11.229825493927935,2.082203465195202
11.181240507302544,2.0740656914589515
11.134455399300617,2.065927917722701
11.132170257632021,2.065446506398929
11.088799836504998,2.0577901439864505
11.055137364402704,2.0496523702502003
11.028397971633398,2.04151459651395
11.005892770018376,2.0333768227777
10.987829215282698,2.0252390490414496
10.976374853822389,2.0171012753051993
10.966845806635467,2.008963501568949
10.966507104859547,2.0087781953706836
10.948212656548222,2.000825727832699
10.932782375473732,1.9926879540964486
10.927171569793128,1.9845501803601981
10.923417086977501,1.9764124066239477
10.925610340414009,1.9682746328876977
10.935951468808435,1.9601368591514472
10.956957898836562,1.951999085415197
10.966507104859547,1.9493795439467285
10.987531490989685,1.9438613116789467
11.025741206506279,1.9357235379426965
11.083033548931983,1.9275857642064462
11.132170257632021,1.9224969505401197
11.212461250827662,1.919447990470196
11.297833410404495,1.9171246527609453
