# This file was generated with EoS Explorer
# Radius [km]	Mass [M_solar]
r	m
16.852027716550726	0.14167217729214393
16.305716429284736	0.14937436893917197
15.856618633653051	0.15756048209049744
15.543975315849014	0.16625151231401225
15.167895550126518	0.17550187527562736
14.923465204258328	0.1853384445883987
14.622356964639113	0.1958158492735672
14.382254736485045	0.20699657194930707
14.16172918090163	0.21891938130309183
13.95499133196533	0.2316651455073745
13.800629302174249	0.24529729532153516
13.617224766330384	0.25986705635126706
13.453400776472236	0.2754868478700573
13.348195940556357	0.2921919774145253
13.243037868168736	0.31007208244756457
13.14410600449389	0.32922776908847
13.055810134991896	0.3497703778454416
12.987435011578196	0.37169345873263837
12.936367767902052	0.39519042943598076
12.886999453543352	0.42027593916798045
12.841037089909168	0.44702202523114243
12.827407799032256	0.4755883353412124
12.801714213167632	0.505994796583922
12.796024769425788	0.5382831015737121
12.792932482110889	0.5725754085533167
12.80588670811931	0.6088717847456275
12.818321752776981	0.6472586020618157
12.83571554616452	0.6877451339881381
12.852420832125857	0.730337442453932
12.884871286570789	0.7750775045066581
12.916702985162168	0.8218586580953355
12.941370362048907	0.870756184718785
12.982994084056523	0.9216219539275621
13.012251057958158	0.9744580548920629
13.04870801084479	1.0290521680865197
13.090008681008756	1.0853292278282431
13.121977297761376	1.143198889908879
13.15472692413022	1.202430365644519
13.19068420634441	1.2627825509969601
13.21662878109865	1.3241281992561298
13.246545199819353	1.3862139893817522
13.267367407943672	1.4486891172255978
13.285632619343536	1.5113302456826496
13.301959533806935	1.5739639001597596
13.309394786024448	1.636181868420073
13.312754614434692	1.6976032807784087
13.312107689014105	1.7581861169664283
13.303157993018567	1.8174136122349946
13.290544041063596	1.8750030308170176
13.269089514006591	1.9308718672593788
13.244336785666734	1.9845410224280535
13.212335322497221	2.0358050001407304
13.173193862050262	2.0846233412659507
13.128030189855357	2.130525287385524
13.07705412531292	2.173492628159114
13.020535738666124	2.213435091816587
12.958008353431723	2.250089793110215
12.888006438915365	2.283408220815219
12.814543675988253	2.313427185878619
12.735474240202803	2.3399257447814725
12.651788681505781	2.3631735289187947
12.56420462570579	2.3829575248476806
12.471814611963664	2.3992424161882844
12.374068811671636	2.4123955988217403
12.274555835301078	2.4223903399618916
12.173214778069438	2.4291854246889772
12.066999302722955	2.4329566722682086
